,Token_id,Two categories,Hair,Clothing,Background,Mouth,Offhand,Type,Eyes,Trait_count,Ear,Neck,Headgear,Face,Special
5146,5146,F,Green Pigtails,Blue Bomber,Red,Toothpick,,Human,Closed,7,,,Frog Headband,,
5147,5147,F,Maroon Bun,Azuki Track Jacket,Off White A,Smoking,,Red,Hopeful,7,Dragon,,,,
5148,5148,F,Brown Half Bun,Cat Kigurumi,Off White D,Chewing,,Human,Amethyst,6,,,,,
5149,5149,F,Blonde Flowy,Hoodie with Bag,Off White A,Lipstick,Sakura Katana,Human,Ruby,7,,,,,
5150,5150,M,Blonde Long,Dress Shirt,Off White B,Smirk,,Human,Tired,8,,,Azuki Cap,Eye Scar,
5151,5151,M,Blue Samurai,Rain Jacket,Off White A,Pout,Sakura Katana,Human,Tired,7,,,,,
5152,5152,F,Maroon Bun,Red Hoodie,Off White A,Grin,Monk Staff,Human,Relaxed,7,,,,,
5153,5153,F,Purple Bun,Turquoise Kimono,Off White C,Frown,Hook Sword,Human,Concerned,9,Skull Ear Cuffs,,Cat Ears,,
5154,5154,F,Maroon Ponytail,Azuki Tech Jacket,Off White C,Smile,Shuriken,Human,Ruby,9,Dragon,,,Blush,
5155,5155,F,Blue Bob,Dress Shirt,Off White C,Laughing,Bean Juice,Human,Joyful,8,,,,Blue Sunglasses,
5156,5156,F,Purple Bun,Sloth T-Shirt,Off White C,Grin,,Human,Joyful,6,,,,,
5157,5157,M,Maroon Disheveled,Sloth Kigurumi,Off White B,Pout,,Human,Chill,6,,,,,
5158,5158,F,Silver Pixie,Turquoise Kimono,Off White C,Smirk,Coin,Blue,Determined,8,,Frog Headphones,,,
5159,5159,M,Indigo Fluffy,Blue Bomber,Off White D,Closed,Golden Bean,Human,Determined,8,Red Spiked Ring,,,,
5160,5160,F,Teal Bangs,Red Floral Kimono,Off White C,Smoking,Coin,Human,Hopeful,7,,,,,
5161,5161,M,Magenta Long,Shinto Robe,Red,Not Bad,Bat,Human,Meditating,9,Ear Cuffs,,Cat Ears,,
5162,5162,M,Brown Long,Blue Kimono,Off White A,Chuckle,Lantern,Human,Closed,9,Sword,,,Ji Eyeband,
5163,5163,F,Silver Bangs,Hawaiian Shirt,Off White C,Laughing,Sakura Katana,Human,Calm,7,,,,,
5164,5164,M,Blue Spiky,Shinto Robe,Off White D,Pout,Hand Wrap,Human,Determined,8,Yellow Fan,,,,
5165,5165,M,Maroon Disheveled,Azuki Sweater,Off White B,Wheat Straw,Leather Katana,Human,Bored,8,,,Cowboy Hat,,
5166,5166,M,Blue Samurai,Blue Kimono,Off White B,Bubble Gum,Monkey King Staff,Human,Bored,8,,,,Kabuki Facepaint,
5167,5167,F,Indigo Ponytail,Golden Sloth Kigurumi,Off White B,Frown,Banner,Human,Concerned,7,,,,,
5168,5168,M,Purple Dreadlocks,Blue Bomber,Off White B,Bubble Gum,,Human,Tired,7,,Beads,,,
5169,5169,M,Blonde Short Spiky,Rain Jacket,Off White A,Face Mask,Leather Katana,Human,Closed,7,,,,,
5170,5170,M,Teal Long,Black Bomber,Off White A,Wheat Straw,,Human,Pensive,7,Square Stud,,,,
5171,5171,M,Powder Blue Swept Back,Brown Yukata,Off White C,Chuckle,Coin,Human,Careless,9,Skull Ear Cuffs,,Straw Hat,,
5172,5172,M,Spirit Spiky,Azuki Track Jacket,Red,Pout,Hand Wrap,Spirit,White,8,,,IKZ Baseball Cap,,
5173,5173,M,Silver Short Spiky,Kimono with Straw Hat,Off White B,Whistling,Sakura Katana,Human,Glowing,8,Wu,,,,
5174,5174,M,Brown Long,Black Blazer,Dark Blue,Wheat Straw,,Human,Focused,8,Skull Ear Cuffs,Chain,,,
5175,5175,F,Black Bangs,Blue Qipao,Off White D,Frown,Katana,Human,Daydreaming,7,,,,,
5176,5176,M,Orange Swept Back,Hawaiian Shirt,Dark Blue,Tactical Knife,Gloves,Human,Curious,10,Blue Fan,,Red Panda Headband,,Fox Fire
5177,5177,F,Blue Hairband,Rain Jacket,Off White D,Face Mask,,Human,Daydreaming,6,,,,,
5178,5178,F,Purple Pigtails,Azuki Tech Jacket,Dark Blue,Grin,,Human,Concerned,8,,,Yellow Kanzashi,Red Bandana,
5179,5179,M,Silver Spiky,White T-Shirt,Off White C,Scroll,Leather Katana,Human,Closed,9,,,Frog Mask,Eye Patch,
5180,5180,M,Green Spiky,Suikan,Dark Purple,Pout,Boombox,Human,Focused,8,,,Fur Bucket Hat,,
5181,5181,F,Purple Pigtails,Lavender Kimono with Bow,Cool Gray,Bubble Gum,Sakura Katana,Human,Closed,8,,,,Eye Patch,
5182,5182,M,Blonde Messy,Black Kimono,Off White D,Chuckle,Leather Katana,Human,Pierced Eyebrow,9,,,Frog Mask,Lipstick Kiss,
5183,5183,F,Maroon Ponytail,Alpine Jacket,Off White B,Smirk,Kanabo,Human,Concerned,9,,Tribal Tattoo,,Round Blue Sunglasses,
5184,5184,M,Brown Blonde Long,Maroon Yukata,Off White A,Relaxed,,Human,Meditating,8,Wireless Earbuds,,,Kabuki Facepaint,
5185,5185,M,Purple Spiky,Red Panda T-Shirt,Off White A,Grass,Banner,Human,Determined,10,Blue Fan,,Newsboy Cap,Black Glasses,
5186,5186,M,Black Swept Back,Kung Fu Shirt,Red,Grass,Kanabo,Human,Closed,7,,,,,
5187,5187,M,Blue Spiky,Fur Hoodie,Off White D,Pout,,Human,Careless,6,,,,,
5188,5188,F,Magenta Flowy,Frog Kimono,Red,Laughing,,Human,Determined,6,,,,,
5189,5189,F,Blonde Hairband,Lavender Kimono with Bow,Dark Purple,Relaxed,Sakura Katana,Human,Concerned,8,,,,Bandaid,
5190,5190,M,Brown Blonde Long,Black Kimono,Off White A,Smoking,Leather Katana,Human,White,9,,,Horns,Bandaid,
5191,5191,M,Powder Blue Swept Back,Red Perfecto Jacket,Off White B,Not Bad,Guitar,Human,Pensive,7,,,,,
5192,5192,F,Silver Half Bun,Cat Kimono,Dark Purple,Smile,Bean Juice,Human,Hopeful,9,,,Purple Kanzashi,,Butterfly
5193,5193,M,Silver Long,Suikan,Off White D,Meh,Umbrella,Blue,Closed,8,,,,Eye Patch,
5194,5194,F,Magenta Flowy,Black Ninja Top,Red,Closed,,Human,Determined,8,Square Stud,Red Panda Headphones,,,
5195,5195,M,Brown Spiky,Fur Hoodie,Off White A,Growl,Fishing Rod,Human,Careless,9,Chill,,,Red Fang Face Paint,
5196,5196,M,Black Disheveled,Green Yukata,Off White C,Tactical Knife,Bat,Human,Careless,8,,Sloth Headphones,,,
5197,5197,M,Braids,Kimono with Straw Hat,Off White A,Relaxed,Zanbato,Human,Pensive,9,,Sneakers,Chef Headband,,
5198,5198,F,Green Ponytail,Azuki Sweater,Cool Gray,Tactical Knife,Boombox,Human,Determined,8,,,,,Sakura
5199,5199,F,Silver Bob,Light Armor,Off White A,Smile,Talisman,Blue,Relaxed,8,,Chill Headphones,,,
5200,5200,M,Black Fluffy,Stitched Samurai Armor,Cool Gray,Meh,Bokken,Human,Suspicious,8,,,,,Fireflies
5201,5201,M,Orange Swept Back,Suikan,Off White C,Relaxed,,Human,Bored,6,,,,,
5202,5202,M,Green Fluffy,Sloth Yukata,Off White B,Tactical Knife,Fishing Rod,Human,Determined,7,,,,,
5203,5203,M,Indigo Long,Frog Yukata,Cool Gray,420,Coin,Human,Pensive,8,,,,Bandaid,
5204,5204,F,Maroon Bob,Beige Poncho,Off White C,Surprised,Water Orb,Red,Calm,8,,,Frog Mask,,
5205,5205,F,Blue Bob,Azuki Sweater,Dark Purple,Closed,,Human,Calm,9,,,Horns,Blush,Butterfly
5206,5206,M,Indigo Swept Back,Blue Kimono,Off White B,Toothpick,Sakura Katana,Human,Tired,8,,,,Blue Sunglasses,
5207,5207,F,Silver Bun,Red Floral Kimono,Off White A,Relaxed,,Blue,Glowing,7,,Contract Tattoo,,,
5208,5208,M,Silver Spiky,Black Yukata,Off White C,Not Bad,Golden Zanbato,Human,Suspicious,9,Yin Yang,,,Red Fang Face Paint,
5209,5209,M,Purple Spiky,Red Hoodie,Off White C,Bubble Gum,Golden Umbrella,Human,Red,7,,,,,
5210,5210,M,Brown Spiky,Black Bomber,Cool Gray,Smirk,Katana,Human,Pensive,10,Frog,Towel,Pointy Straw Hat,,
5211,5211,M,Powder Blue Disheveled,Kung Fu Shirt,Off White D,Bubble Gum,Sakura Katana,Human,Determined,10,,Red Panda Headphones,Horns,Round Blue Sunglasses,
5212,5212,M,Blue Short Spiky,Shinto Robe,Off White C,Relaxed,,Human,Meditating,7,,,,Red Stripes Face Paint,
5213,5213,F,Maroon Ponytail,Red Floral Kimono,Red,Smile,,Human,Relaxed,6,,,,,
5214,5214,F,Green Pigtails,Sloth Kimono,Off White D,Wheat Straw,Sakura Katana,Human,Daydreaming,11,Ear Cuffs,Chill Headphones,Sloth Headband,Kabuki Facepaint,
5215,5215,F,Black Bangs,Camo Hoodie,Off White C,Wheat Straw,Lantern,Human,Calm,9,,,Red Panda Baseball Cap,Round Blue Sunglasses,
5216,5216,M,Blonde Long,Black Kimono,Off White D,Not Bad,,Human,Bored,9,Cat,Towel,Broken Straw Hat,,
5217,5217,F,Blonde Pixie,Red Hoodie,Off White A,Relaxed,Sake,Human,Joyful,7,,,,,
5218,5218,M,Black Disheveled,Dress Shirt,Off White D,Smirk,Katana,Human,Focused,9,Dragon,,,,Smoke
5219,5219,F,Teal Bob,Frog Kimono,Dark Blue,Tongue Out,,Human,Calm,8,,,Pointy Straw Hat,Bandaid,
5220,5220,F,Indigo Ponytail,White Hoodie,Off White D,Smoking,,Human,Daydreaming,6,,,,,
5221,5221,M,Maroon Fluffy,Azuki Tech Jacket,Off White C,Relaxed,Shuriken,Human,Meditating,7,,,,,
5222,5222,M,Powder Blue Swept Back,White Yukata,Dark Blue,Smoking,Hand Seal,Human,Pensive,10,Chiyogami,,IKZ Baseball Cap,Red Fang Face Paint,
5223,5223,F,Powder Blue Pigtails,Black Qipao,Dark Purple,Toothpick,,Human,Striking,8,,Koi Tattoo,,,Butterfly
5224,5224,F,Purple Pigtails,Black Ninja Top,Off White D,Smile,Zanbato,Human,Concerned,8,,,Yellow Kanzashi,,
5225,5225,M,Indigo Disheveled,Kimono with Straw Hat,Off White A,Meh,,Human,Focused,7,,,,Red Stripes Face Paint,
5226,5226,F,Green Ombre Bangs,Hoodie,Red,Relaxed,,Human,Hopeful,9,,Choker,Sloth Headband,Red Stripes Face Paint,
5227,5227,F,Violet Flowy,Red Panda Kimono,Off White C,Frown,Golden Floorsweeper,Human,Daydreaming,8,,,Full Bandana,,
5228,5228,M,Blue Half Bun,Hoodie with Bag,Red,Meh,,Human,Indifferent,6,,,,,
5229,5229,F,Blue Bob,Light Armor,Red,Smoking,Boombox,Human,Ruby,8,,Beads,,,
5230,5230,F,Purple Pigtails,Tank Top,Off White C,Smoking,,Human,Calm,8,Pearl,,,Blush,
5231,5231,M,Purple Spiky,Black Blazer,Off White B,Wheat Straw,Kanabo,Human,Chill,9,,Chain,Cowboy Hat,,
5232,5232,M,Brown Disheveled,Red Kimono,Off White D,Not Bad,,Human,Curious,8,,Chain,Red Panda Headband,,
5233,5233,F,Blue Bob,Archer,Off White C,Relaxed,Shinai,Human,Joyful,8,,,Red Panda Baseball Cap,,
5234,5234,M,Blonde Short Spiky,Vegan Mink Coat,Off White D,Not Bad,Lantern,Human,Suspicious,7,,,,,
5235,5235,M,Indigo Long,Black Kimono,Off White C,Chuckle,Boombox,Human,Pensive,9,,,Backwards Cap,Eye Scar,
5236,5236,M,Powder Blue Disheveled,Blue Bomber,Off White B,Pout,Zanbato,Human,Curious,8,,,,Red Fang Face Paint,
5237,5237,M,Powder Blue Swept Back,White Yukata,Cool Gray,Growl,Talisman,Human,Meditating,9,,,Full Bandana,,Fireflies
5238,5238,F,Magenta Flowy,Cloud Poncho,Off White D,Closed,Katana,Human,Closed,8,,,,Sleep Mask,
5239,5239,F,Purple Pigtails,Red Perfecto Jacket,Off White B,Toothpick,,Human,Hopeful,7,,,IKZ Baseball Cap,,
5240,5240,F,Purple Bun,Blue Floral Kimono,Off White B,Lipstick,Hand Seal,Human,Relaxed,9,,,Full Bandana,Round Purple Sunglasses,
5241,5241,M,Silver Disheveled,Maroon Yukata,Off White C,Scroll,,Human,Pensive,7,,Golden Headphones,,,
5242,5242,F,Purple Pigtails,Red Panda Hoodie,Cool Gray,Closed,,Human,Relaxed,6,,,,,
5243,5243,F,Maroon Ponytail,Vegan Mink Coat,Dark Purple,Frown,Sakura Katana,Human,Closed,8,,,Ayaigasa,,
5244,5244,M,Blue Spiky,Red Kimono,Off White A,Whistling,,Human,Closed,9,,Chain,IKZ Baseball Cap,Ji Eyeband,
5245,5245,F,Green Flowy,Red Floral Kimono,Off White D,Laughing,Talisman,Human,Closed,9,,,Sandogasa,Heart Eye Patch,
5246,5246,M,Magenta Messy,Blue Kimono,Off White D,Scroll,,Human,Indifferent,7,,Towel,,,
5247,5247,M,Powder Blue Disheveled,Alpine Jacket,Off White D,Growl,,Human,Careless,7,,,Chef Headband,,
5248,5248,M,Blonde Long,Black Kimono,Dark Purple,Smirk,Bat,Human,Careless,7,,,,,
5249,5249,M,Indigo Disheveled,Black Yukata,Red,Grass,Monkey King Staff,Human,Tired,8,Yin Yang,,,,
5250,5250,M,Orange Short Spiky,Red Panda T-Shirt,Off White C,Grass,Leather Katana,Human,Indifferent,7,,,,,
5251,5251,M,Teal Long,Suikan,Off White A,Not Bad,,Human,Bored,7,Sword,,,,
5252,5252,M,Blonde Swept Back,Vegan Mink Coat,Red,Long Stubble,Bean Juice,Human,Indifferent,8,Small Hoop,,,,
5253,5253,M,Indigo Disheveled,Cat Yukata,Off White D,Chuckle,Lantern,Human,Closed,8,,,,Sleep Mask,
5254,5254,M,Purple Spiky,Kimono with Straw Hat,Red,Growl,,Human,Pierced Eyebrow,9,Yin Yang,Zen Headphones,,Red Fang Face Paint,
5255,5255,M,Indigo Long,Kimono with Jacket,Off White D,Smoking,Coin,Human,White,8,,,Sloth Baseball Cap,,
5256,5256,F,Green Ponytail,Red Qipao with Fur,Off White A,Relaxed,,Human,Concerned,7,Yellow Fan,,,,
5257,5257,M,Indigo Fluffy,Light Kimono,Off White C,Bubble Gum,Hook Sword,Human,Pensive,9,,Koi Tattoo,,Bandaid,
5258,5258,M,Blue Half Bun,Red Hoodie,Off White A,Smirk,,Human,Tired,6,,,,,
5259,5259,F,Blonde Bun,Red Panda Kimono,Off White A,Grin,Boombox,Human,Daydreaming,9,,Chill Headphones,,Eye Scar,
5260,5260,F,Indigo Ponytail,Turquoise Kimono with Bow,Off White A,Bubble Gum,Floorsweeper,Human,Determined,8,,Zen Headphones,,,
5261,5261,M,Indigo Fluffy,Frog T-Shirt,Dark Purple,Smoking,,Human,Tired,7,,,Frog Beanie,,
5262,5262,F,Pink Flowy,Black Hoodie,Red,Face Mask,Fan,Human,Daydreaming,8,,,Cat Baseball Cap,,
5263,5263,M,Black Disheveled,Blue Kimono,Off White A,Tactical Knife,Umbrella,Human,Chill,10,,Beads,Frog Headband,Eye Scar,
5264,5264,M,Indigo Long,Kimono with Straw Hat,Off White C,Not Bad,,Human,Careless,6,,,,,
5265,5265,F,Blue Half Bun,Hoodie,Off White B,Tongue Out,Shuriken,Human,Hopeful,8,,Choker,,,
5266,5266,F,Blonde Hairband,Red Panda T-Shirt,Off White D,Grass,Bat,Human,Striking,7,,,,,
5267,5267,M,Indigo Long,Maroon Yukata,Off White D,Wheat Straw,Kanabo,Human,Pierced Eyebrow,9,Red Panda,,Cowboy Hat,,
5268,5268,M,Silver Long,Black T-Shirt,Dark Purple,Face Mask,Kanabo,Blue,Closed,9,,,Sloth Mask,Sleep Mask,
5269,5269,F,Blue Hairband,Fur Hoodie,Off White A,Smoking,Zanbato,Human,Joyful,7,,,,,
5270,5270,M,Maroon Short Spiky,Kimono with Jacket,Off White C,Meh,Fan,Human,Tired,8,Blue Fan,,,,
5271,5271,F,Maroon Bob,Tank Top with Jacket,Red,Grin,Bat,Red,Determined,9,,Frog Headphones,,Eye Scar,
5272,5272,F,Blonde Bob,Turquoise Kimono with Bow,Off White D,Lipstick,Guitar,Human,Calm,10,Corded Earbuds,,Beret,Red Fang Face Paint,
5273,5273,M,Blue Short Spiky,Black Yukata,Off White C,Smoking,Umbrella,Human,Bored,8,Stud,,,,
5274,5274,F,Violet Flowy,Blue Kimono with Bow,Off White B,Smirk,Leather Katana,Human,Calm,7,,,,,
5275,5275,F,Pink Hairband,Red Ninja Top,Off White A,Closed,Fan,Human,Joyful,8,,,,Red Stripes Face Paint,
5276,5276,M,Dreadlocks,Blue Kimono,Off White B,Not Bad,,Human,Closed,8,,,Chef Headband,Red Fang Face Paint,
5277,5277,M,Indigo Long,Black Yukata,Red,Relaxed,Water Orb,Human,Closed,9,Ethereum,,,Eye Patch,
5278,5278,M,Brown Long,Stitched Samurai Armor,Cool Gray,Pout,Kanabo,Human,Indifferent,9,,Zen Headphones,,Red Fang Face Paint,
5279,5279,F,Green Pigtails,White Qipao with Fur,Off White A,Lipstick,,Human,Joyful,7,,Zen Headphones,,,
5280,5280,F,Indigo Pixie,Black Ninja Top,Cool Gray,Smile,,Human,Amethyst,7,Chill,,,,
5281,5281,F,Brown Flowy,Frog Hoodie,Off White A,Grass,Sakura Katana,Human,Hopeful,8,,,Sandogasa,,
5282,5282,M,Silver Long,Kung Fu Shirt,Cool Gray,Relaxed,,Human,Closed,7,,,,Eye Patch,
5283,5283,F,Black Pigtails,Turquoise Kimono,Off White C,Closed,Fan,Human,Ruby,7,,,,,
5284,5284,F,Indigo Bangs,Hoodie,Off White C,Closed,,Human,Hopeful,7,,Choker,,,
5285,5285,M,Gray Samurai,Shinto Robe,Dark Blue,Not Bad,Bean Juice,Blue,Determined,8,,Frog Headphones,,,
5286,5286,M,Silver Short Spiky,Shinto Robe,Off White C,Growl,Bean Juice,Human,Careless,9,Yin Yang,,Sloth Beanie,,
5287,5287,F,Orange Pixie,Hawaiian Shirt,Off White C,Frown,,Human,Calm,7,,Tribal Tattoo,,,
5288,5288,F,Violet Flowy,Turquoise Kimono with Bow,Off White D,Smirk,Zanbato,Human,Concerned,7,,,,,
5289,5289,F,Maroon Ponytail,Blue Kimono with Bow,Off White A,Grin,Banner,Human,Calm,8,,,Yellow Kanzashi,,
5290,5290,F,Maroon Bun,White Hoodie,Off White A,Lipstick,Boombox,Human,Amethyst,8,,,Sloth Baseball Cap,,
5291,5291,M,Blue Samurai,White T-Shirt,Dark Blue,Not Bad,Floorsweeper,Human,Pensive,9,,,Full Bandana,,Lightning
5292,5292,F,Pink Hairband,Rain Jacket,Red,Chewing,,Human,Closed,6,,,,,
5293,5293,M,Powder Blue Disheveled,Frog Yukata,Off White A,Not Bad,,Human,White,6,,,,,
5294,5294,F,Indigo Bangs,Red Ninja Top,Off White C,Grass,Banner,Human,Striking,7,,,,,
5295,5295,M,Blonde Short Spiky,Black Hoodie,Off White C,Smirk,Leather Katana,Human,Closed,9,,,Sloth Headband,Eye Patch,
5296,5296,F,Black Bangs,Hoodie,Off White B,Chewing,,Human,Calm,9,,Choker,Red Panda Mask,Kabuki Facepaint,
5297,5297,F,Magenta Flowy,Turquoise Kimono,Off White A,Smoking,Leather Katana,Human,Hopeful,8,,,,Lipstick Kiss,
5298,5298,F,Blonde Bun,Black Qipao,Off White C,Whistling,Bokken,Human,Ruby,7,,,,,
5299,5299,F,Green Flowy,Cat Kimono,Red,Grass,Banner,Human,Relaxed,9,,,Beret,Black Glasses,
5300,5300,M,Black Fluffy,Red Panda Yukata,Off White B,Grass,Banner,Human,Indifferent,7,,,,,
5301,5301,F,Brown Flowy,Blue Kimono with Bow,Off White A,Relaxed,Floorsweeper,Human,Determined,7,,,,,
5302,5302,F,Silver Bun,Red Perfecto Jacket,Off White D,Laughing,Umbrella,Red,Determined,9,Sakura,,IKZ Baseball Cap,,
5303,5303,F,Indigo Bangs,Black Hoodie,Dark Purple,Lipstick,Leather Katana,Human,Ruby,8,,,Black Bucket Hat,,
5304,5304,F,Silver Pixie,Azuki Tech Jacket,Off White A,Chewing,,Blue,Ruby,8,,,Cat Baseball Cap,Reading Glasses,
5305,5305,F,Orange Pixie,Light Armor,Off White D,Laughing,Katana,Human,Joyful,8,Blue Cylinder,,,,
5306,5306,M,Magenta Long,Red Hoodie,Off White D,Sleep Bubble,Katana,Human,Closed,8,,,Sloth Headband,,
5307,5307,M,Maroon Short Spiky,Blue Bomber,Off White A,Not Bad,Leather Katana,Human,Chill,8,,Contract Tattoo,,,
5308,5308,F,Blonde Bob,Black Ninja Top,Off White A,Grin,Bean Juice,Human,Hopeful,7,,,,,
5309,5309,M,Indigo Disheveled,White Hoodie,Cool Gray,Meh,Katana,Human,Tired,8,,,,Red Fang Face Paint,
5310,5310,M,Blonde Long,Camo Tech Jacket,Off White C,Face Mask,,Human,Determined,7,Small Hoop,,,,
5311,5311,M,Orange Swept Back,Light Kimono,Off White A,Closed,,Human,Meditating,6,,,,,
5312,5312,F,Indigo Ponytail,Red Floral Kimono,Dark Purple,Lipstick,,Human,Striking,9,Small Hoop,,Frog Headband,,Water
5313,5313,M,Indigo Long,Brown Yukata,Off White C,Relaxed,Sakura Katana,Human,Indifferent,9,,Frog Headphones,Cowboy Hat,,
5314,5314,M,Teal Messy,White T-Shirt,Red,Grass,Hook Sword,Human,Suspicious,8,,,Broken Straw Hat,,
5315,5315,F,Pink Flowy,Black Qipao,Off White B,Toothpick,Katana,Human,Red,8,,,Cowboy Hat,,
5316,5316,F,Blue Nightshade Flowy,Azuki Track Jacket,Off White C,Relaxed,,Human,Daydreaming,7,,Koi Tattoo,,,
5317,5317,M,Indigo Disheveled,Azuki Sweater,Off White C,Grass,Umbrella,Human,Determined,8,,,,Round Blue Sunglasses,
5318,5318,F,Silver Bangs,Tank Top,Off White D,Smoking,Lantern,Human,Hopeful,7,,,,,
5319,5319,M,Brown Spiky,Bloody Bomber,Off White C,Bubble Gum,,Human,Meditating,9,Stud,,Sloth Headband,Eye Scar,
5320,5320,M,Brown Messy,Kung Fu Shirt,Off White A,Grass,,Human,Suspicious,7,,,Sloth Baseball Cap,,
5321,5321,F,Purple Half Bun,Alpine Jacket,Off White A,Frown,Katana,Human,Daydreaming,8,,Tribal Tattoo,,,
5322,5322,F,Blue Bob,Lavender Kimono with Bow,Off White B,Frown,Banner,Human,Pierced Eyebrow,10,,Beads,Cat Ears,Blue Sunglasses,
5323,5323,F,Silver Bangs,White Hoodie,Off White D,Chewing,Monk Staff,Red,Amethyst,8,,,Cat Baseball Cap,,
5324,5324,M,Purple Spiky,Red Kimono,Off White B,Chuckle,Katana,Human,Chill,9,,Chain,,Eye Scar,
5325,5325,F,Indigo Pixie,Light Kimono,Off White B,Smile,Floorsweeper,Human,Relaxed,7,,,,,
5326,5326,M,Blue Samurai,Kung Fu Shirt,Off White C,Not Bad,Zanbato,Human,Closed,9,,,Ayaigasa,Round Blue Sunglasses,
5327,5327,M,Brown Disheveled,Kimono with Straw Hat,Red,Stubble,Fishing Rod,Human,Chill,7,,,,,
5328,5328,M,Silver Long,Red Kimono,Off White C,Relaxed,Sakura Katana,Human,Curious,8,,Chain,,,
5329,5329,F,Dreadlocks,Blue Kimono with Bow,Off White D,Frown,Red Bean,Human,Calm,8,Small Hoop,,,,
5330,5330,F,Blonde Bun,Hawaiian Shirt,Red,Smirk,Banner,Human,Calm,8,,,,Blush,
5331,5331,F,Blue Nightshade Half Bun,Black Ninja Top,Off White D,Laughing,Shuriken,Human,Determined,10,,Towel,,Round Purple Sunglasses,Smoke
5332,5332,M,Green Half Bun,Matsuri Happi,Dark Purple,Smirk,,Human,Determined,6,,,,,
5333,5333,M,Green Spiky,Red Hoodie,Off White D,Face Mask,,Human,Focused,7,,,Red Panda Headband,,
5334,5334,F,Magenta Pigtails,Tank Top,Off White A,Chewing,Leather Katana,Human,Determined,9,Hoop,Towel,,,
5335,5335,F,Pink Bangs,Hoodie with Bag,Off White C,Tongue Out,Fan,Human,Closed,7,,,,,
5336,5336,F,Silver Flowy,Black Ninja Top,Off White D,Smile,Fan,Blue,Striking,9,Red Spiked Ring,,Black Bucket Hat,,
5337,5337,F,Blonde Flowy,Turquoise Kimono with Bow,Cool Gray,Smirk,Guitar,Human,Hopeful,7,,,,,
5338,5338,F,Pink Flowy,Red Qipao with Fur,Off White B,Scroll,Banner,Human,Ruby,8,,,,Red Stripes Face Paint,
5339,5339,M,Brown Half Bun,Rain Jacket,Off White A,Not Bad,,Human,Tired,6,,,,,
5340,5340,M,Green Teal Long,White Layered Yukata,Off White B,Closed,Bat,Human,Careless,8,,,Black Bucket Hat,,
5341,5341,F,Brown Ponytail,Hoodie,Off White B,Gaiter,Red Bean,Human,Calm,9,,Choker,Cat Baseball Cap,,
5342,5342,F,Brown Bangs,Blue Floral Kimono,Dark Blue,Smoking,Talisman,Human,Daydreaming,7,,,,,
5343,5343,F,Brown Bangs,Hawaiian Shirt,Off White B,Frown,,Human,Ruby,8,,Towel,Cat Headband,,
5344,5344,M,Brown Disheveled,Black Kimono,Red,Long Stubble,Bean Juice,Human,White,8,,Tribal Tattoo,,,
5345,5345,F,Powder Blue Pigtails,Blue Kimono with Bow,Dark Purple,Lipstick,Bean Juice,Human,Calm,9,Dragon,,Purple Kanzashi,,
5346,5346,M,Silver Long,Sloth Yukata,Off White D,Stubble,Bean Juice,Red,Chill,7,,,,,
5347,5347,F,Maroon Ponytail,Red Panda Hoodie,Off White A,Lipstick,Gloves,Human,Determined,8,Chiyogami,,,,
5348,5348,F,Green Pigtails,Blue Bikini,Red,Smirk,Banner,Human,Striking,8,,Sneakers,,,
5349,5349,M,Silver Disheveled,Azuki Sweater,Off White D,Chuckle,,Human,Indifferent,8,,,Chef Headband,Kabuki Facepaint,
5350,5350,M,Brown Messy,Black Kimono,Off White A,Toothpick,,Human,Chill,8,,Towel,,,Sakura
5351,5351,F,Magenta Flowy,Bloody Bomber,Dark Blue,Frown,,Human,Determined,8,Corded Earbuds,,,Black Glasses,
5352,5352,M,Orange Short Spiky,Kung Fu Shirt,Off White D,Relaxed,Red Bean,Human,Focused,8,Wu,,,,
5353,5353,M,Orange Swept Back,Azuki Track Jacket,Off White B,Bubble Gum,Umbrella,Human,Closed,8,,,Ayaigasa,,
5354,5354,F,Brown Blonde Flowy,Sloth Kimono,Off White B,Gaiter,,Human,Determined,6,,,,,
5355,5355,M,Orange Swept Back,Blue Kimono,Off White A,Growl,Katana,Human,Tired,8,,Cat Headphones,,,
5356,5356,M,Black Pink Long,Suikan,Off White A,Bubble Gum,,Human,Meditating,9,,Chill Headphones,Horns,,Smoke
5357,5357,M,Silver Short Spiky,Green Yukata,Off White A,Relaxed,Lantern,Blue,Meditating,9,,Zen Headphones,,Bandaid,
5358,5358,F,Silver Bob,Cat Kimono,Off White D,Laughing,Hand Wrap,Blue,Hopeful,7,,,,,
5359,5359,F,Silver Bob,Tank Top,Dark Purple,Grin,,Human,Determined,6,,,,,
5360,5360,F,Silver Flowy,Light Armor,Off White C,Chewing,,Blue,Pierced Eyebrow,8,,Koi Tattoo,Newsboy Cap,,
5361,5361,F,Blue Hairband,Blue Bomber,Off White B,Bubble Gum,Lantern,Human,Amethyst,9,Corded Earbuds,,,Black Glasses,
5362,5362,F,Blue Half Bun,Hoodie,Off White C,Smile,Bat,Human,Hopeful,10,,Choker,Pointy Straw Hat,Round Purple Sunglasses,
5363,5363,F,Silver Bob,Blue Kimono with Bow,Cool Gray,Laughing,Bokken,Human,Joyful,8,,,,Black Glasses,
5364,5364,M,Green Spiky,Kimono with Straw Hat,Off White D,Closed,Bokken,Human,Pensive,8,Skull Ear Cuffs,,,,
