,Token_id,Trait_count,Trait_list
5571,5571,8,"['Zen Headphones', 'Black Pink Long', 'Bokken', 'Black T-Shirt', 'Off White C', 'Long Stubble', 'Pierced Eyebrow', 'Human']"
5572,5572,8,"['Cool Gray', 'Ruby', 'Tank Top with Jacket', 'Floorsweeper', 'Indigo Bangs', 'Smoking', 'Human', 'Chill Headphones']"
5573,5573,8,"['Kimono with Jacket', 'Bean Juice', 'Off White A', 'Cat Ears', 'Gaiter', 'Human', 'Green Samurai', 'Determined']"
5574,5574,7,"['Black Ninja Top', 'Off White A', 'Silver Bangs', 'Concerned', 'Lipstick', 'Human', 'Banner']"
5575,5575,8,"['Sneakers', 'Backwards Cap', 'Purple Bangs', 'Black Qipao', 'Smile', 'Off White C', 'Human', 'Amethyst']"
5576,5576,9,"['Stud', 'Golden Monkey King Staff', 'Silver Spiky', 'Off White D', 'Pensive', 'Azuki Tech Jacket', 'Smoking', 'Human', 'Frog Headband']"
5577,5577,9,"['Hoodie', 'Choker', 'Corded Earbuds', 'Chewing', 'Off White B', 'Pink Hairband', 'Concerned', 'Human', 'Red Bandana']"
5578,5578,7,"['Red', 'Relaxed', 'Kung Fu Shirt', 'Sleep Mask', 'Blue Spiky', 'Human', 'Closed']"
5579,5579,7,"['Brown Bangs', 'Dark Blue', 'Joyful', 'Laughing', 'Guitar', 'Azuki Tech Jacket', 'Human']"
5580,5580,7,"['Chill', 'Dress Shirt', 'Off White D', 'Blue Bean', 'Human', 'Growl', 'Teal Messy']"
5581,5581,7,"['Wheat Straw', 'Square Stud', 'Red', 'Blue Kimono', 'Off White B', 'Magenta Messy', 'Tired']"
5582,5582,7,"['Toothpick', 'Brown Spiky', 'Indifferent', 'Red Stripes Face Paint', 'Brown Yukata', 'Off White C', 'Human']"
5583,5583,9,"['Meh', 'Curious', 'Off White A', 'Kanabo', 'Yellow Fan', 'Suit with Turtleneck', 'Brown Samurai', 'Human', 'Sloth Headphones']"
5584,5584,10,"['Earth', 'Skull Ear Cuffs', 'Backwards Cap', 'Focused', 'Dark Purple', 'Eye Scar', 'Human', 'Blonde Swept Back', 'Hoodie with Bag', 'Closed']"
5585,5585,9,"['Magenta Pigtails', 'Yellow Kanzashi', 'Hoshi Jacket', 'Off White B', 'Whistling', 'Leather Katana', 'Human', 'Closed', 'Ji Eyeband']"
5586,5586,8,"['Broken Straw Hat', 'Off White D', 'Coin', 'Blue Kimono', 'Braids', 'Human', 'Closed', 'Closed']"
5587,5587,9,"['Pink Bangs', 'Shinai', 'Pink Oversized Kimono', 'Smile', 'Sandogasa', 'Off White C', 'Human', 'Relaxed', 'Chill Headphones']"
5588,5588,8,"['Off White A', 'Dreadlocks', 'Grass', 'Blue Bomber', 'Monk Staff', 'Human', 'Small Hoop', 'Hopeful']"
5589,5589,7,"['Spirit', 'Dark Blue', 'Lavender Kimono with Bow', 'Daydreaming', 'Golden Umbrella', 'Spirit Bob', 'Closed']"
5590,5590,7,"['Stitched Samurai Armor', 'Scroll', 'Katana', 'Off White C', 'Black Bangs', 'Human', 'Relaxed']"
5591,5591,7,"['Red Ninja Top', 'Concerned', 'Bat', 'Whistling', 'Off White C', 'Human', 'Green Half Bun']"
5592,5592,7,"['Smile', 'Ruby', 'Maroon Bun', 'Off White C', 'Monk Staff', 'Human', 'Red Panda Kigurumi']"
5593,5593,10,"['Towel', 'Earth', 'Earth', 'Brown Disheveled', 'Focused', 'Off White A', 'White T-Shirt', 'Round Blue Sunglasses', 'Long Stubble', 'Human']"
5594,5594,7,"['White', 'Cool Gray', 'Wheat Straw', 'Bandage Top', 'Silver Bun', 'Blue Sunglasses', 'Blue']"
5595,5595,9,"['Red', 'Bean Juice', 'Chill', 'Broken Straw Hat', 'Black Yukata', 'Brown Samurai', 'Human', 'Chuckle', 'Dragon']"
5596,5596,7,"['Off White D', 'Human', 'Wu', 'Blonde Bun', 'Dress Shirt', 'Ruby', 'Grin']"
5597,5597,7,"['Blue Half Bun', 'Off White B', 'Vest', 'Human', 'Relaxed', 'Banner', 'Closed']"
5598,5598,7,"['Dark Purple', 'Blue Floral Kimono', 'Lipstick', 'Human', 'Banner', 'Indigo Ponytail', 'Hopeful']"
5599,5599,8,"['Smirk', 'Off White A', 'Sandogasa', 'Indigo Long', 'Beads', 'Black T-Shirt', 'Human', 'Closed']"
5600,5600,7,"['Kung Fu Shirt', 'Off White B', 'Blue Short Spiky', 'Human', 'Banner', 'Chuckle', 'Bored']"
5601,5601,9,"['Kimono with Jacket', 'Bandaid', 'Cool Gray', 'Fireflies', 'Pout', 'Pierced Eyebrow', 'Human', 'Blonde Swept Back', 'Shuriken']"
5602,5602,7,"['Blue Half Bun', 'Joyful', 'Off White B', 'Camo Hoodie', 'Human', 'IKZ Baseball Cap', 'Closed']"
5603,5603,8,"['Meh', 'Bandaid', 'Silver Short Spiky', 'Off White D', 'Brown Yukata', 'Beads', 'Human', 'Bored']"
5604,5604,8,"['Golden Hook Sword', 'Water', 'Beige Poncho', 'Grass', 'Off White C', 'Human', 'Small Hoop', 'Determined']"
5605,5605,7,"['Magenta Pigtails', 'Hoodie', 'Choker', 'Daydreaming', 'Grin', 'Off White B', 'Human']"
5606,5606,7,"['Kimono with Jacket', 'Coin', 'Off White B', 'Meditating', 'Human', 'Maroon Fluffy', 'Closed']"
5607,5607,8,"['Magenta Flowy', 'Fur Hoodie', 'Kanabo', 'Joyful', 'Off White D', 'Koi Tattoo', 'Human', 'Tactical Knife']"
5608,5608,7,"['Fur Hoodie', 'Off White A', 'Silver Short Spiky', 'Fire', 'Sakura Katana', 'Human', 'Growl']"
5609,5609,8,"['White', 'Cool Gray', 'Maroon Short Spiky', 'Frog T-Shirt', 'Scroll', 'Skateboard', 'Human', 'Red Fang Face Paint']"
5610,5610,8,"['Relaxed', 'Brown Disheveled', 'Kanabo', 'Suspicious', 'Off White D', 'Blue Kimono', 'Human', 'Chill Headphones']"
5611,5611,7,"['Red', 'Earth', 'Red', 'Silver Bun', 'Human', 'Hoodie with Bag', 'Closed']"
5612,5612,8,"['420', 'Silver Dreadlocks', 'Off White A', 'Katana', 'Bloody Bomber', 'Human', 'Closed', 'Ji Eyeband']"
5613,5613,10,"['Shinai', 'Black Glasses', 'Off White D', 'Laughing', 'Maroon Bun', 'Black Bomber', 'Human', 'Chill Headphones', 'Dragon', 'Closed']"
5614,5614,8,"['Off White B', 'Frown', 'Blue Bun', 'Red Panda T-Shirt', 'Lantern', 'Human', 'Red Fang Face Paint', 'Striking']"
5615,5615,8,"['Magenta Pigtails', 'Bandaid', 'Fur Hoodie', 'Red', 'Concerned', 'Lipstick', 'Off White C', 'Shuriken']"
5616,5616,7,"['Hawaiian Shirt', 'Dark Blue', 'Silver Spiky', 'Bokken', 'Pout', 'Blue', 'Bored']"
5617,5617,8,"['White', 'Orange Short Spiky', 'Black Glasses', 'Black Yukata', 'Off White B', 'Human', 'Tribal Tattoo', 'Closed']"
5618,5618,6,"['Relaxed', 'Off White B', 'Indigo Swept Back', 'Human', 'White Layered Yukata', 'Determined']"
5619,5619,7,"['Teal Long', 'Wheat Straw', 'Focused', 'Chill', 'Black Yukata', 'Off White D', 'Human']"
5620,5620,9,"['Toothpick', 'Zanbato', 'Hoodie', 'Choker', 'Teal Hairband', 'Ruby', 'Off White C', 'Human', 'Purple Kanzashi']"
5621,5621,6,"['Concerned', 'Off White C', 'Vest', 'Bubble Gum', 'Silver Ponytail', 'Blue']"
5622,5622,6,"['Red', 'Calm', 'Blonde Hairband', 'Blue Floral Kimono', 'Smoking', 'Human']"
5623,5623,8,"['Silver Flowy', 'Zanbato', 'Relaxed', 'Frog T-Shirt', 'Off White B', 'Koi Tattoo', 'Human', 'Relaxed']"
5624,5624,10,"['Toothpick', 'Brown Messy', 'Clear Glasses', 'Curious', 'Bumblebee Jacket', 'Off White B', 'Lantern', 'Pointy Straw Hat', 'Human', 'Ear Cuffs']"
5625,5625,7,"['Red', 'Bean Juice', 'Blue Half Bun', 'Black Yukata', 'Bored', 'Human', 'Closed']"
5626,5626,9,"['Silver Bun', 'Round Blue Sunglasses', 'Closed', 'Off White C', 'Relaxed', 'Bloody Bomber', 'Wireless Earbuds', 'Purple Kanzashi', 'Blue']"
5627,5627,11,"['Smirk', 'Water', 'Tribal Tattoo', 'Red', 'Water Orb', 'Off White B', 'Red Bean', 'Blue Qipao', 'Seer Eyeband', 'Closed', 'Water']"
5628,5628,9,"['Brown Long', 'Dark Purple', 'Alpine Jacket', 'Pout', 'Human', 'Frog Headband', 'Eye Patch', 'Tribal Tattoo', 'Closed']"
5629,5629,8,"['Red', 'Zanbato', 'Red Qipao with Fur', 'Red', 'Frown', 'Fire', 'Maroon Ponytail', 'Fire']"
5630,5630,9,"['Indigo Messy', 'White Layered Yukata', 'Broken Straw Hat', 'Off White D', 'Grass', 'Human', 'Chill Headphones', 'Seer Eyeband', 'Closed']"
5631,5631,7,"['Green Flowy', 'Katana', 'Off White C', 'Cat Kigurumi', 'Human', 'Relaxed', 'Closed']"
5632,5632,8,"['Yellow Kanzashi', 'Relaxed', 'Off White A', 'Ruby', 'Tank Top with Jacket', 'Brown Flowy', 'Monkey King Staff', 'Human']"
5633,5633,8,"['Umbrella', 'Frog Mask', 'Wheat Straw', 'Off White D', 'Daydreaming', 'Maroon Bob', 'Human', 'Light Armor']"
5634,5634,7,"['Hawaiian Shirt', 'Tongue Out', 'Off White D', 'Blue Bob', 'Katana', 'Human', 'Relaxed']"
5635,5635,8,"['Smirk', 'Curious', 'Green Spiky', 'Off White D', 'Brown Yukata', 'Human', 'Cowboy Hat', 'Red Fang Face Paint']"
5636,5636,8,"['Sake', 'Indifferent', 'Fur Hoodie', 'Gray Samurai', 'Red', 'Off White B', 'Growl', 'Sakura']"
5637,5637,7,"['Silver Half Bun', 'Relaxed', 'Eye Scar', 'Off White D', 'Human', 'Amethyst', 'Hoodie with Bag']"
5638,5638,7,"['Ayaigasa', 'Off White A', 'Azuki Track Jacket', 'Indigo Swept Back', 'Human', 'Growl', 'Closed']"
5639,5639,10,"['Orange Short Spiky', 'Red Stripes Face Paint', 'Black Yukata', 'Off White D', 'Yin Yang', 'Grass', 'Floorsweeper', 'Human', 'Chill Headphones', 'Closed']"
5640,5640,8,"['Blue Half Bun', 'Off White D', 'White Hoodie', 'Bat', 'Sleep Mask', 'Human', 'Chuckle', 'Closed']"
5641,5641,10,"['Frog Mask', 'Stubble', 'Brown Messy', 'Bean Juice', 'Pierced Eyebrow', 'Azuki Tech Jacket', 'Off White C', 'Blue Sunglasses', 'Smoke', 'Human']"
5642,5642,8,"['Maroon Yukata', 'Magenta Long', 'Coin', 'Closed', 'Off White C', 'Beret', 'Human', 'Determined']"
5643,5643,7,"['Red Panda Hoodie', 'Off White D', 'Daydreaming', 'Blue Pink Ombre Flowy', 'Lipstick', 'Human', 'Red Fang Face Paint']"
5644,5644,8,"['Pink Flowy', 'Smirk', 'Yellow Kanzashi', 'Off White D', 'Floorsweeper', 'Blue Qipao', 'Human', 'Relaxed']"
5645,5645,8,"['Red Kimono', 'Chain', 'Ayaigasa', 'Off White D', 'Scroll', 'Human', 'Closed', 'Blonde Long']"
5646,5646,6,"['Dark Blue', 'Black Blonde Half Bun', 'White Qipao with Fur', 'Smoking', 'Human', 'Determined']"
5647,5647,9,"['Cool Gray', 'Smirk', 'Fireflies', 'Kung Fu Shirt', 'Green Teal Long', 'Guitar', 'Beret', 'Careless', 'Human']"
5648,5648,9,"['Orange Short Spiky', 'Focused', 'Round Purple Sunglasses', 'Coin', 'Azuki Track Jacket', 'Off White C', 'Human', 'Growl', 'Tribal Tattoo']"
5649,5649,7,"['Kimono with Jacket', 'Golden Shuriken', 'Chill', 'Relaxed', 'Off White B', 'Human', 'Blonde Swept Back']"
5650,5650,6,"['White', 'Red', 'Red', 'Vegan Mink Coat', 'Closed', 'Silver Flowy']"
5651,5651,8,"['Black Glasses', 'Teal Long', 'Off White D', 'Bubble Gum', 'Katana', 'Azuki Track Jacket', 'Careless', 'Human']"
5652,5652,7,"['Red', 'Smile', 'Teal Bob', 'Bokken', 'Concerned', 'Azuki Track Jacket', 'Human']"
5653,5653,8,"['Yellow Kanzashi', 'Sneakers', 'Off White A', 'Frog T-Shirt', 'Joyful', 'Teal Bangs', 'Laughing', 'Human']"
5654,5654,8,"['Red', 'Stud', 'Sloth Yukata', 'Stubble', 'Zanbato', 'Careless', 'Human', 'Blonde Swept Back']"
5655,5655,6,"['Joyful', 'Off White B', 'Gaiter', 'Red Panda T-Shirt', 'Human', 'Green Ombre Flowy']"
5656,5656,8,"['Maroon Yukata', 'Wheat Straw', 'Chill', 'Off White D', 'Pensive', 'Indigo Long', 'Sakura Katana', 'Human']"
5657,5657,7,"['Sake', 'Off White D', 'Grin', 'Black Pigtails', 'Blue Floral Kimono', 'Human', 'Determined']"
5658,5658,7,"['Toothpick', 'Red', 'Orange Short Spiky', 'Suspicious', 'White T-Shirt', 'Human', 'Banner']"
5659,5659,7,"['Focused', 'Black Kimono', 'Sakura Katana', 'Off White B', 'Not Bad', 'Human', 'Blue Samurai']"
5660,5660,8,"['Brown Long', 'Hand Wrap', 'Round Purple Sunglasses', 'Off White D', 'Careless', 'Long Stubble', 'Human', 'White Layered Yukata']"
5661,5661,8,"['Clear Glasses', 'Dark Blue', 'Chewing', 'Black Bomber', 'Human', 'Banner', 'Pink Pixie', 'Striking']"
5662,5662,7,"['Kimono with Jacket', 'Meh', 'Off White B', 'Human', 'Green Half Bun', 'Eye Patch', 'Closed']"
5663,5663,9,"['Curious', 'Red Stripes Face Paint', 'Not Bad', 'Dark Purple', 'White T-Shirt', 'Beads', 'Leather Katana', 'Brown Samurai', 'Human']"
5664,5664,8,"['Silver Swept Back', 'Cat T-Shirt', 'Off White D', 'Pout', 'Tired', 'Monkey King Staff', 'Human', 'Tribal Tattoo']"
5665,5665,8,"['Fishing Rod', 'Yellow Kanzashi', 'Dark Blue', 'Chewing', 'Cat Hoodie', 'Human', 'Silver Hairband', 'Striking']"
5666,5666,7,"['Orange Short Spiky', 'Maroon Yukata', 'Indifferent', 'Dark Purple', 'Fan', 'Human', 'Closed']"
5667,5667,7,"['Wheat Straw', 'Off White D', 'Guitar', 'Blue Bomber', 'Purple Pigtails', 'Human', 'Hopeful']"
5668,5668,8,"['Black Glasses', 'Off White D', 'Daydreaming', 'Bat', 'Red Panda Kimono', 'Human', 'Green Ombre Bangs', 'Closed']"
5669,5669,9,"['Towel', 'Joyful', 'Off White B', 'Violet Flowy', 'Round Blue Sunglasses', 'Black Bomber', 'Frown', 'Human', 'Chiyogami']"
5670,5670,7,"['Tongue Out', 'Shuriken', 'Off White C', 'Black Tech Jacket', 'Human', 'Relaxed', 'Blue Hairband']"
5671,5671,9,"['Sandogasa', 'Ruby', 'Grin', 'Coin', 'Off White B', 'Blonde Flowy', 'Blue Sunglasses', 'Human', 'Light Kimono']"
5672,5672,7,"['Stubble', 'Off White B', 'Red', 'Blue Spiky', 'Human', 'Boombox', 'White Yukata']"
5673,5673,9,"['Silver Swept Back', 'Red Kimono', 'Chain', 'Pensive', 'Off White B', 'Whistling', 'Monk Staff', 'Chiyogami', 'Blue']"
5674,5674,7,"['Sake', 'Relaxed', 'Black Qipao', 'Black Pigtails', 'Off White C', 'Human', 'Hopeful']"
5675,5675,7,"['Sloth Headband', 'Relaxed', 'Silver Bangs', 'Ruby', 'Off White D', 'Turquoise Kimono with Bow', 'Blue']"
5676,5676,10,"['Hook Sword', 'Stubble', 'Curious', 'Red Panda Beanie', 'Chill', 'Blue Kimono', 'Off White B', 'Maroon Disheveled', 'Human', 'Chill Headphones']"
5677,5677,7,"['Fishing Rod', 'Wheat Straw', 'Off White B', 'Calm', 'Human', 'Light Armor', 'Powder Blue Pigtails']"
5678,5678,8,"['Cat Kimono', 'Bubble Gum', 'Katana', 'Brown Flowy', 'Cat Beanie', 'Off White C', 'Human', 'Amethyst']"
5679,5679,8,"['Sake', 'Off White A', 'Magenta Messy', 'Green Yukata', 'Human', 'Growl', 'Chill Headphones', 'Bored']"
5680,5680,10,"['Bandaid', 'Closed', 'Off White A', 'Red Panda Headband', 'Katana', 'Braids', 'Not Bad', 'Human', 'Red Panda', 'Tank Top']"
5681,5681,7,"['Off White A', 'Focused', 'Black Yukata', 'Straw Hat', 'Orange Swept Back', 'Not Bad', 'Human']"
5682,5682,9,"['Wu', 'Off White A', 'Eye Scar', 'Pout', 'Magenta Messy', 'Green Yukata', 'Pierced Eyebrow', 'Human', 'Sloth Headphones']"
5683,5683,9,"['Sake', 'Smirk', 'Off White A', 'Reading Glasses', 'Blonde Hairband', 'White Qipao with Fur', 'Calm', 'Human', 'Red Panda Baseball Cap']"
5684,5684,7,"['Smirk', 'Long Dreadlocks', 'Off White B', 'Guitar', 'Human', 'Light Kimono', 'Bored']"
5685,5685,8,"['Grin', 'Blue Nightshade Half Bun', 'Fan', 'Off White C', 'Red Floral Kimono', 'Human', 'Tribal Tattoo', 'Closed']"
5686,5686,8,"['Golden Zanbato', 'Suspicious', 'Off White D', 'Gaiter', 'Human', 'Silver Disheveled', 'Red Fang Face Paint', 'Hoodie with Bag']"
5687,5687,7,"['Pink Flowy', 'Off White D', 'Lipstick', 'Hand Seal', 'Human', 'Tank Top', 'Determined']"
5688,5688,9,"['Blonde Bun', 'Reading Glasses', 'Chewing', 'Denim Jacket', 'Off White B', 'Sakura Katana', 'Human', 'IKZ Baseball Cap', 'Striking']"
5689,5689,7,"['Off White B', 'Green Yukata', 'Blue Spiky', 'Human', 'Growl', 'Boombox', 'Bored']"
5690,5690,11,"['Toothpick', 'Hand Wrap', 'Bandage Top', 'Dreadlocks', 'Off White B', 'Concerned', 'Chef Headband', 'Human', 'Ear Cuffs', 'Eye Patch', 'Tribal Tattoo']"
5691,5691,8,"['Relaxed', 'Teal Hairband', 'Red Ninja Top', 'Off White A', 'Chewing', 'Lipstick Kiss', 'Bat', 'Human']"
5692,5692,7,"['Orange Short Spiky', 'Smirk', 'Red Perfecto Jacket', 'Dark Purple', 'Chef Headband', 'Human', 'Bored']"
5693,5693,7,"['Golden Hook Sword', 'Maroon Yukata', 'Wheat Straw', 'Silver Short Spiky', 'Off White D', 'Careless', 'Human']"
5694,5694,8,"['Zen Headphones', 'Off White A', 'Tongue Out', 'Maroon Half Bun', 'Tank Top with Jacket', 'Guitar', 'Human', 'Hopeful']"
5695,5695,8,"['Chewing', 'Off White B', 'Leather Katana', 'Maroon Ponytail', 'Blue Qipao', 'Human', 'Ear Cuffs', 'Hopeful']"
5696,5696,7,"['Fishing Rod', 'Curious', 'Off White A', 'Bubble Gum', 'Green Yukata', 'Human', 'Black Disheveled']"
5697,5697,8,"['Off White D', 'Brown Half Bun', 'Suit with Turtleneck', 'Human', 'Banner', 'Eye Patch', 'Closed', 'Closed']"
5698,5698,7,"['Stubble', 'Dark Purple', 'Blue Kimono', 'Butterfly', 'Human', 'Green Samurai', 'Determined']"
5699,5699,8,"['Chill', 'Brown Disheveled', 'Off White D', 'Cat Mask', 'Human', 'Chill Headphones', 'White Yukata', 'Closed']"
5700,5700,8,"['Zanbato', '420', 'Cool Gray', 'Chill', 'Bloody Bomber', 'Human', 'Frog Headband', 'Blonde Swept Back']"
5701,5701,9,"['Meh', 'Black Pink Long', 'Fur Hoodie', 'Off White D', 'Chef Headband', 'Golden Guitar', 'Careless', 'Smoke', 'Human']"
5702,5702,9,"['Brown Long', 'Cool Gray', 'Smirk', 'Black Glasses', 'Fireflies', 'Tired', 'Suit with Turtleneck', 'Golden Bean', 'Human']"
5703,5703,7,"['Zanbato', 'Smirk', 'Teal Long', 'Focused', 'Off White B', 'Human', 'White Yukata']"
5704,5704,10,"['420', 'Cool Gray', 'Fireflies', 'Blue Fan', 'Joyful', 'Monkey King Staff', 'Blue Bun', 'Vest', 'Human', 'Red Panda Baseball Cap']"
5705,5705,7,"['Frog Kimono', 'Shinai', 'Relaxed', 'Off White B', 'Brown Flowy', 'Human', 'Hopeful']"
5706,5706,8,"['Reading Glasses', 'Turquoise Kimono', 'Dreadlocks', 'Off White B', 'Bat', 'Frown', 'Human', 'Hopeful']"
5707,5707,8,"['Sake', 'Brown Disheveled', 'Suspicious', 'Beads', 'Off White C', 'Human', 'White Yukata', 'Tactical Knife']"
5708,5708,6,"['Red', 'Magenta Flowy', 'Red', 'Laughing', 'Sloth Hoodie', 'Hopeful']"
5709,5709,7,"['Rain Jacket', 'Smirk', 'Silver Half Bun', 'Off White D', 'Leather Katana', 'Careless', 'Human']"
5710,5710,9,"['Red Kimono', 'Brown Spiky', 'Chain', 'Yin Yang', 'Off White C', 'Human', 'Eye Patch', 'Closed', 'Closed']"
5711,5711,8,"['Towel', 'Red', 'Red Ninja Top', 'Chewing', 'Leather Katana', 'Human', 'Amethyst', 'Powder Blue Pigtails']"
5712,5712,10,"['Bandaid', 'Indifferent', 'Blonde Messy', 'Off White D', 'Red Panda Headphones', 'Floorsweeper', 'Suit with Turtleneck', 'Human', 'Fur Bucket Hat', 'Growl']"
5713,5713,7,"['Surprised', 'Yellow Kanzashi', 'Fur Hoodie', 'Black Pigtails', 'Off White B', 'Concerned', 'Human']"
5714,5714,7,"['Meh', 'Brown Messy', 'Matsuri Happi', 'Off White C', 'Human', 'Wireless Earbuds', 'Closed']"
5715,5715,6,"['Pink Flowy', 'Smirk', 'Dark Purple', 'Blue Bomber', 'Human', 'Amethyst']"
5716,5716,8,"['Round Purple Sunglasses', 'Skateboard', 'Lipstick', 'Red Floral Kimono', 'Off White C', 'Silver Hairband', 'Closed', 'Blue']"
5717,5717,8,"['Fur Hoodie', 'Off White A', 'Black Pigtails', 'Relaxed', 'Human', 'Frog Headband', 'Tribal Tattoo', 'Closed']"
5718,5718,9,"['Red', 'Sneakers', 'Relaxed', 'Bokken', 'Indigo Bangs', 'Pointy Straw Hat', 'Human', 'Blue Bikini', 'Hopeful']"
5719,5719,8,"['Off White A', 'Beads', 'Blue Kimono with Bow', 'Smoking', 'Human', 'Blush', 'Blue Hairband', 'Striking']"
5720,5720,7,"['Grass', 'Brown Flowy', 'Human', 'Umbrella', 'Off White A', 'Turquoise Kimono', 'Red']"
5721,5721,7,"['Teal Bun', 'Off White A', 'Laughing', 'Concerned', 'Monkey King Staff', 'Human', 'Black Hoodie']"
5722,5722,7,"['Red', 'Bubble Gum', 'Concerned', 'Blue Nightshade Flowy', 'Red Panda T-Shirt', 'Human', 'Small Hoop']"
5723,5723,7,"['Stitched Samurai Armor', 'Blonde Short Spiky', 'Focused', 'Reading Glasses', 'Grass', 'Off White C', 'Human']"
5724,5724,8,"['420', 'Corded Earbuds', 'Katana', 'Off White B', 'Azuki Track Jacket', 'Human', 'Blue Hairband', 'Determined']"
5725,5725,8,"['Red', 'Sandogasa', 'Bloody Bomber', 'Floorsweeper', 'Indigo Disheveled', 'Human', 'Growl', 'Determined']"
5726,5726,7,"['Sake', 'Gray Samurai', 'Suspicious', 'Off White C', 'Vegan Mink Coat', 'Chuckle', 'Blue']"
5727,5727,6,"['Red', 'Off White D', 'Meditating', 'Smoking', 'Silver Disheveled', 'Light Kimono']"
5728,5728,8,"['Earth', 'Water', 'Relaxed', 'Bandage Top', 'Off White D', 'Lightning', 'Fire', 'Blue']"
5729,5729,8,"['Hawaiian Shirt', 'Surprised', 'Eye Scar', 'Daydreaming', 'Black Pigtails', 'Off White B', 'Yellow Fan', 'Human']"
5730,5730,7,"['Hook Sword', 'Smile', 'Off White A', 'Turquoise Kimono', 'Human', 'Relaxed', 'Purple Dreadlocks']"
5731,5731,6,"['Toothpick', 'Red', 'Magenta Messy', 'Off White C', 'Suit with Turtleneck', 'Bored']"
5732,5732,9,"['Brown Long', 'Smirk', 'Clear Glasses', 'Maroon Yukata', 'Off White D', 'Floorsweeper', 'Meditating', 'Human', 'Frog Headband']"
5733,5733,9,"['Shinto Robe', 'Horns', 'Relaxed', 'Blonde Messy', 'Tired', 'Bat', 'Off White C', 'Human', 'Chill Headphones']"
5734,5734,9,"['Blonde Bun', 'Eye Scar', 'Off White D', 'Distressed Beanie', 'Lipstick', 'Turquoise Kimono with Bow', 'Pierced Eyebrow', 'Human', 'Banner']"
5735,5735,9,"['Maroon Yukata', 'Chill', 'Bubble Gum', 'Off White B', 'Round Blue Sunglasses', 'Lantern', 'Human', 'Wireless Earbuds', 'Green Samurai']"
5736,5736,9,"['Brown Messy', 'Chuckle', 'Eye Scar', 'Tired', 'Yellow Fan', 'Off White C', 'Human', 'IKZ Baseball Cap', 'Hoodie with Bag']"
5737,5737,7,"['Yellow Bikini', 'Joyful', 'Off White B', 'Frown', 'Human', 'Blush', 'Indigo Ponytail']"
5738,5738,11,"['Bandaid', 'Green Flowy', 'Cat Headphones', 'Red Ninja Top', 'Blue Fan', 'Kanabo', 'Newsboy Cap', 'Dark Purple', 'Lipstick', 'Human', 'Relaxed']"
5739,5739,8,"['420', 'Ruby', 'Off White D', 'Human', 'Green Half Bun', 'Golden Katana', 'Light Kimono', 'Red Panda Baseball Cap']"
5740,5740,9,"['Rain Jacket', 'Red Panda Beanie', 'Orange Samurai', 'Guitar', 'Off White C', 'Smoking', 'Human', 'Eye Patch', 'Closed']"
5741,5741,9,"['Small Hoop', 'Chill', 'Chain', 'Black Blazer', 'Off White D', 'Chef Headband', 'Not Bad', 'Human', 'Blue Samurai']"
5742,5742,8,"['Dark Blue', 'Cloud Poncho', 'Bubble Gum', 'Lightning', 'Careless', 'Sakura Katana', 'Human', 'Teal Messy']"
5743,5743,9,"['Bandaid', 'Golden Hook Sword', 'Corded Earbuds', 'Bubble Gum', 'Striking', 'Off White C', 'Sloth Hoodie', 'Human', 'Powder Blue Pigtails']"
5744,5744,10,"['Tired', 'Off White C', 'Koi Tattoo', 'Human', 'Black Disheveled', 'Smirk', 'Alpine Jacket', 'Kabuki Facepaint', 'Sakura', 'Gloves']"
5745,5745,7,"['Red Hoodie', 'Curious', 'Off White A', 'Lantern', 'Human', 'Green Samurai', 'Chuckle']"
5746,5746,8,"['Shinai', 'Red Ninja Top', 'Teal Bangs', 'Grin', 'Off White B', 'Human', 'Amethyst', 'Chill Headphones']"
5747,5747,7,"['Red Hoodie', 'Purple Bangs', 'Chewing', 'Ruby', 'Off White D', 'Human', 'Azuki Cap']"
5748,5748,8,"['Maroon Short Spiky', 'Closed', 'Bubble Gum', 'Off White B', 'Sleep Mask', 'Sakura Katana', 'Human', 'Hoodie with Bag']"
5749,5749,7,"['Sloth Kigurumi', 'Off White A', 'Chewing', 'Purple Bun', 'Sakura Katana', 'Human', 'Striking']"
5750,5750,8,"['Corded Earbuds', 'Dark Purple', 'Daydreaming', 'Maroon Bob', 'Grass', 'Beads', 'Blue Kimono with Bow', 'Human']"
5751,5751,8,"['Earth', 'Blue Half Bun', 'Hoodie with Bag', 'Off White B', 'Grass', 'Human', 'Shuriken', 'Closed']"
5752,5752,9,"['Human', 'Hopeful', 'Red', 'Hoodie', 'Choker', 'Maroon Half Bun', 'Reading Glasses', 'Grin', 'Fan']"
5753,5753,8,"['Cool Gray', 'Black Bucket Hat', 'Fireflies', 'Ruby', 'Black Pigtails', 'Red Floral Kimono', 'Smoking', 'Human']"
5754,5754,9,"['Cat Headband', 'Clear Glasses', 'Tongue Out', 'Ruby', 'Off White D', 'Tank Top with Jacket', 'Bat', 'Human', 'Purple Dreadlocks']"
5755,5755,7,"['Toothpick', 'Zanbato', 'Off White C', 'Meditating', 'Human', 'Black Hoodie', 'Blonde Long']"
5756,5756,8,"['Umbrella', 'Brown Long', 'Bandaid', 'Wheat Straw', 'Off White D', 'Careless', 'Human', 'Kimono with Straw Hat']"
5757,5757,7,"['Maroon Short Spiky', 'Chef Headband', 'Off White C', 'Human', 'Closed', 'Closed', 'Maroon Yukata']"
